File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF923STH	bam	bam		unfiltered alignments	hg19	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	2	2_1		101					/files/ENCFF230HNM/, /files/ENCFF621NBR/, /files/ENCFF807MUK/	3268819207	ENCODE Processing Pipeline	64b5cdfae4a862972f337bbc83f4a967		https://www.encodeproject.org/files/ENCFF923STH/@@download/ENCFF923STH.bam				released	s3://encode-public/2016/12/15/834b0d24-7483-4b3f-b735-f06db545842b/ENCFF923STH.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/15/834b0d24-7483-4b3f-b735-f06db545842b/ENCFF923STH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF402ILX	bam	bam		unfiltered alignments	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	2	2_1		101					/files/ENCFF230HNM/, /files/ENCFF621NBR/, /files/ENCFF643CGH/	3272209908	ENCODE Processing Pipeline	375e94fae2b6c636f248f8e8501c810c		https://www.encodeproject.org/files/ENCFF402ILX/@@download/ENCFF402ILX.bam				released	s3://encode-public/2016/12/15/9b46bb53-1c07-49f0-9e9a-28e0b8e0a75a/ENCFF402ILX.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/15/9b46bb53-1c07-49f0-9e9a-28e0b8e0a75a/ENCFF402ILX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF285CII	bam	bam		alignments	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	2	2_1		101					/files/ENCFF230HNM/, /files/ENCFF621NBR/, /files/ENCFF643CGH/	2602940586	ENCODE Processing Pipeline	cf7270c0dfac26167418a5dc25f04689		https://www.encodeproject.org/files/ENCFF285CII/@@download/ENCFF285CII.bam				released	s3://encode-public/2016/12/15/c8952d54-0b96-4a47-9d62-a7b5c0361569/ENCFF285CII.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/15/c8952d54-0b96-4a47-9d62-a7b5c0361569/ENCFF285CII.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF748QNI	bam	bam		alignments	hg19	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1		101					/files/ENCFF096VXL/, /files/ENCFF807MUK/, /files/ENCFF960ZID/	3498764104	ENCODE Processing Pipeline	e53309e28f49e5deb527411901d72907		https://www.encodeproject.org/files/ENCFF748QNI/@@download/ENCFF748QNI.bam				released	s3://encode-public/2016/12/15/3894234d-3849-497d-900c-218312f5442a/ENCFF748QNI.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/15/3894234d-3849-497d-900c-218312f5442a/ENCFF748QNI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF288DQV	bam	bam		unfiltered alignments	hg19	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1		101					/files/ENCFF096VXL/, /files/ENCFF807MUK/, /files/ENCFF960ZID/	4410010376	ENCODE Processing Pipeline	439488f8545551783d59ff9a47b32d2f		https://www.encodeproject.org/files/ENCFF288DQV/@@download/ENCFF288DQV.bam				released	s3://encode-public/2016/12/15/114d4ec8-4397-4350-b5fc-517adfbfec29/ENCFF288DQV.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/15/114d4ec8-4397-4350-b5fc-517adfbfec29/ENCFF288DQV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF276NMY	bam	bam		unfiltered alignments	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1		101					/files/ENCFF096VXL/, /files/ENCFF643CGH/, /files/ENCFF960ZID/	4415232393	ENCODE Processing Pipeline	4866a8b9b64137f366bfea29481ebce1		https://www.encodeproject.org/files/ENCFF276NMY/@@download/ENCFF276NMY.bam				released	s3://encode-public/2016/12/15/04f38f30-389c-48c3-aaea-443515da8955/ENCFF276NMY.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/15/04f38f30-389c-48c3-aaea-443515da8955/ENCFF276NMY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF096KBP	bam	bam		alignments	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1		101					/files/ENCFF096VXL/, /files/ENCFF643CGH/, /files/ENCFF960ZID/	3500924225	ENCODE Processing Pipeline	53bd3818c473c706469d38fc367b42e7		https://www.encodeproject.org/files/ENCFF096KBP/@@download/ENCFF096KBP.bam				released	s3://encode-public/2016/12/15/efc05105-3e5e-47fd-959a-d823da4ee9a9/ENCFF096KBP.bam	https://datasetencode.blob.core.windows.net/dataset/2016/12/15/efc05105-3e5e-47fd-959a-d823da4ee9a9/ENCFF096KBP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF243AWG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1							/files/ENCFF748QNI/, /files/ENCFF591PYL/	6702271	ENCODE Processing Pipeline	48e73ba4a2edbd11ad5617c5bae35faa		https://www.encodeproject.org/files/ENCFF243AWG/@@download/ENCFF243AWG.bed.gz				released	s3://encode-public/2016/12/16/af6e185f-3de0-4c4e-aa9e-7371b7a39770/ENCFF243AWG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/af6e185f-3de0-4c4e-aa9e-7371b7a39770/ENCFF243AWG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF258HYJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	2	2_1							/files/ENCFF632XPI/, /files/ENCFF591PYL/	6525547	ENCODE Processing Pipeline	0707452f5158f3676955c29043b9816f		https://www.encodeproject.org/files/ENCFF258HYJ/@@download/ENCFF258HYJ.bed.gz				released	s3://encode-public/2016/12/16/ad058a66-1e69-4000-aa1d-896c783fd10c/ENCFF258HYJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/ad058a66-1e69-4000-aa1d-896c783fd10c/ENCFF258HYJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF802GJA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF748QNI/, /files/ENCFF632XPI/, /files/ENCFF591PYL/	7225697	ENCODE Processing Pipeline	28a2fed7e3d9e6ceb65d3ffa54860502		https://www.encodeproject.org/files/ENCFF802GJA/@@download/ENCFF802GJA.bed.gz				released	s3://encode-public/2016/12/16/26c53a9e-6a23-4a7d-9506-285b2b7069e1/ENCFF802GJA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/26c53a9e-6a23-4a7d-9506-285b2b7069e1/ENCFF802GJA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF633PGJ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF802GJA/, /files/ENCFF258HYJ/, /files/ENCFF243AWG/	422002	ENCODE Processing Pipeline	3975b1a4f948fb5c2ab2b04a7c98b18d		https://www.encodeproject.org/files/ENCFF633PGJ/@@download/ENCFF633PGJ.bed.gz				released	s3://encode-public/2016/12/16/96653058-468b-4031-972b-ac38c8154866/ENCFF633PGJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/96653058-468b-4031-972b-ac38c8154866/ENCFF633PGJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF320THV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF802GJA/, /files/ENCFF258HYJ/, /files/ENCFF243AWG/	447479	ENCODE Processing Pipeline	b709cb1dcaca3ca588904fc3e400b3da		https://www.encodeproject.org/files/ENCFF320THV/@@download/ENCFF320THV.bed.gz				released	s3://encode-public/2016/12/16/403d7443-9002-4f4f-90e9-84feb1844db8/ENCFF320THV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/403d7443-9002-4f4f-90e9-84feb1844db8/ENCFF320THV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF020YJO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1	1_1							/files/ENCFF652CFB/, /files/ENCFF096KBP/	6701620	ENCODE Processing Pipeline	650241c9f9b2fb917d23fe39ea675840		https://www.encodeproject.org/files/ENCFF020YJO/@@download/ENCFF020YJO.bed.gz				released	s3://encode-public/2016/12/16/562981f8-f992-4a02-8cc7-8693e5039dd4/ENCFF020YJO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/562981f8-f992-4a02-8cc7-8693e5039dd4/ENCFF020YJO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF212MIH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	2	2_1							/files/ENCFF652CFB/, /files/ENCFF285CII/	6504626	ENCODE Processing Pipeline	c429c7b562c8c57b30735c490b57d17a		https://www.encodeproject.org/files/ENCFF212MIH/@@download/ENCFF212MIH.bed.gz				released	s3://encode-public/2016/12/16/78b7afc8-efcc-4476-a804-77f1732a0a8b/ENCFF212MIH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/78b7afc8-efcc-4476-a804-77f1732a0a8b/ENCFF212MIH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF141XEH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF863QLQ/, /files/ENCFF020YJO/, /files/ENCFF212MIH/, /files/ENCFF419RSJ/	413747	ENCODE Processing Pipeline	2a39ea9a417129c5520dc913d26f942f		https://www.encodeproject.org/files/ENCFF141XEH/@@download/ENCFF141XEH.bed.gz				released	s3://encode-public/2016/12/16/c490e449-b774-43d9-b4e5-b0035d46c655/ENCFF141XEH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/c490e449-b774-43d9-b4e5-b0035d46c655/ENCFF141XEH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
ENCFF863QLQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR178DEG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'dbxrefs': ['FactorBook:NR2C1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7181/'], '@type': ['Target', 'Item'], 'label': 'NR2C1', 'title': 'NR2C1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'acdd4875-4d56-4bb1-996a-f28b132854e7', 'schema_version': '14', 'name': 'NR2C1-human', '@id': '/targets/NR2C1-human/', 'status': 'released'}				NR2C1-human	DNA						2017-01-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF652CFB/, /files/ENCFF096KBP/, /files/ENCFF285CII/	7203273	ENCODE Processing Pipeline	87d454d48dee1b031ed4db893a839b83		https://www.encodeproject.org/files/ENCFF863QLQ/@@download/ENCFF863QLQ.bed.gz				released	s3://encode-public/2016/12/16/0ffce755-d0cd-41bf-93df-024d89d712d7/ENCFF863QLQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/0ffce755-d0cd-41bf-93df-024d89d712d7/ENCFF863QLQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing genetic modification characterization, inconsistent platforms, missing compliant biosample characterization, mild to moderate bottlenecking		
