File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Experiment target	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF646XST	bam	bam		unfiltered alignments	GRCh38	ENCSR303SHG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF699-human	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF397FIX/, /files/ENCFF374HOI/	5009226609	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF646XST/@@download/ENCFF646XST.bam				released	s3://encode-public/2021/11/25/943ee7f1-d3ed-4dae-bf76-4b32c1136336/ENCFF646XST.bam	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/943ee7f1-d3ed-4dae-bf76-4b32c1136336/ENCFF646XST.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF108BPN	bam	bam		unfiltered alignments	GRCh38	ENCSR303SHG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF699-human	1	1_1		100					/files/ENCFF110MCL/, /files/ENCFF915SGM/, /files/ENCFF935LIL/	4772672818	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF108BPN/@@download/ENCFF108BPN.bam				released	s3://encode-public/2021/11/25/72c7fb3c-345f-492a-9272-155a3bb479cc/ENCFF108BPN.bam	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/72c7fb3c-345f-492a-9272-155a3bb479cc/ENCFF108BPN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF308GKK	bam	bam		alignments	GRCh38	ENCSR303SHG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF699-human	1	1_1		100					/files/ENCFF110MCL/, /files/ENCFF915SGM/, /files/ENCFF935LIL/	3365365297	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF308GKK/@@download/ENCFF308GKK.bam				released	s3://encode-public/2021/11/25/cdb921e8-8d8b-4bec-96ee-fbeda58901c9/ENCFF308GKK.bam	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/cdb921e8-8d8b-4bec-96ee-fbeda58901c9/ENCFF308GKK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF854SNX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR303SHG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF699-human	1, 2	1_1, 2_1							/files/ENCFF308GKK/, /files/ENCFF750NUP/, /files/ENCFF669IPM/, /files/ENCFF356LFX/	13594	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF854SNX/@@download/ENCFF854SNX.bed.gz				released	s3://encode-public/2021/11/25/83957db6-a94d-467a-87fc-ab9312522d0b/ENCFF854SNX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/83957db6-a94d-467a-87fc-ab9312522d0b/ENCFF854SNX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF669IPM	bam	bam		alignments	GRCh38	ENCSR303SHG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF699-human	2	2_1		100					/files/ENCFF110MCL/, /files/ENCFF397FIX/, /files/ENCFF374HOI/	3744276374	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF669IPM/@@download/ENCFF669IPM.bam				released	s3://encode-public/2021/11/25/1981d9ad-0907-419b-af2b-4d3219a27371/ENCFF669IPM.bam	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/1981d9ad-0907-419b-af2b-4d3219a27371/ENCFF669IPM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF008JVY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR303SHG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF699-human	2	2_1							/files/ENCFF356LFX/, /files/ENCFF750NUP/, /files/ENCFF669IPM/	3136	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF008JVY/@@download/ENCFF008JVY.bed.gz				released	s3://encode-public/2021/11/25/4d94f816-e93c-4384-b280-f7db8da78b26/ENCFF008JVY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/4d94f816-e93c-4384-b280-f7db8da78b26/ENCFF008JVY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF112HAV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR303SHG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF699-human	1	1_1							/files/ENCFF308GKK/, /files/ENCFF750NUP/, /files/ENCFF356LFX/	10696	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF112HAV/@@download/ENCFF112HAV.bed.gz				released	s3://encode-public/2021/11/25/578fd80f-2ebf-491e-a013-6a5a6e6753a1/ENCFF112HAV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/578fd80f-2ebf-491e-a013-6a5a6e6753a1/ENCFF112HAV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF371IBO	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR303SHG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZNF699-human	1, 2	1_1, 2_1							/files/ENCFF308GKK/, /files/ENCFF750NUP/, /files/ENCFF669IPM/, /files/ENCFF356LFX/	6680	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF371IBO/@@download/ENCFF371IBO.bed.gz				released	s3://encode-public/2021/11/25/e2579b2d-476b-4136-8b16-8e139f0d5f96/ENCFF371IBO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/e2579b2d-476b-4136-8b16-8e139f0d5f96/ENCFF371IBO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	insufficient replicate concordance	
ENCFF000ZBY	fastq	fastq		reads		ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	1	1_1	27		single-ended					183847341	Kevin Struhl, HMS	https://www.encodeproject.org/files/ENCFF000ZBY/@@download/ENCFF000ZBY.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2010/10/20/149b7326-aec9-47b7-88c6-1ca3a7cb7fa0/ENCFF000ZBY.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2010/10/20/149b7326-aec9-47b7-88c6-1ca3a7cb7fa0/ENCFF000ZBY.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, missing controlled_by, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF000ZCN	fastq	fastq		reads		ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	2	2_1	27		single-ended					155879406	Kevin Struhl, HMS	https://www.encodeproject.org/files/ENCFF000ZCN/@@download/ENCFF000ZCN.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2010/10/20/641e89e2-b666-46f1-beec-43865d20020e/ENCFF000ZCN.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2010/10/20/641e89e2-b666-46f1-beec-43865d20020e/ENCFF000ZCN.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, missing controlled_by, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF000ZCO	fastq	fastq		reads		ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	3	3_1	27		single-ended					202449135	Kevin Struhl, HMS	https://www.encodeproject.org/files/ENCFF000ZCO/@@download/ENCFF000ZCO.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2010/10/20/a50eb884-e907-404e-a7df-13f35cf69ba7/ENCFF000ZCO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2010/10/20/a50eb884-e907-404e-a7df-13f35cf69ba7/ENCFF000ZCO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking, missing controlled_by, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF933VWK	bam	bam		unfiltered alignments	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	1	1_1		27					/files/ENCFF000ZBY/, /files/ENCFF110MCL/	199759563	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF933VWK/@@download/ENCFF933VWK.bam				released	s3://encode-public/2020/12/27/4fe45030-81c0-48fb-baef-b09f93ab0b8d/ENCFF933VWK.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/4fe45030-81c0-48fb-baef-b09f93ab0b8d/ENCFF933VWK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF178JUJ	bam	bam		alignments	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	3	3_1		27					/files/ENCFF000ZCO/, /files/ENCFF110MCL/	74471853	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF178JUJ/@@download/ENCFF178JUJ.bam				released	s3://encode-public/2020/12/27/0966da47-4859-4988-a14b-24f3a12bcb70/ENCFF178JUJ.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/0966da47-4859-4988-a14b-24f3a12bcb70/ENCFF178JUJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF240PHE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	3	3_1							/files/ENCFF356LFX/, /files/ENCFF146ENO/, /files/ENCFF178JUJ/, /files/ENCFF039CRW/	15760	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF240PHE/@@download/ENCFF240PHE.bed.gz				released	s3://encode-public/2020/12/27/ea41b3fe-fde3-422d-97a9-d3c6554f95e3/ENCFF240PHE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/ea41b3fe-fde3-422d-97a9-d3c6554f95e3/ENCFF240PHE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF165YDG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	1, 2, 2003	1_1, 2_1, 3_1							/files/ENCFF039CRW/, /files/ENCFF146ENO/, /files/ENCFF178JUJ/, /files/ENCFF434GZJ/, /files/ENCFF356LFX/, /files/ENCFF441ZTT/	21829	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF165YDG/@@download/ENCFF165YDG.bed.gz				released	s3://encode-public/2020/12/27/d3a12d3a-703b-4fab-98c8-129781c8ad81/ENCFF165YDG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/d3a12d3a-703b-4fab-98c8-129781c8ad81/ENCFF165YDG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF441ZTT	bam	bam		alignments	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	1	1_1		27					/files/ENCFF000ZBY/, /files/ENCFF110MCL/	63043923	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF441ZTT/@@download/ENCFF441ZTT.bam				released	s3://encode-public/2020/12/27/157e980a-d45c-49f0-87cf-c948e0128d3d/ENCFF441ZTT.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/157e980a-d45c-49f0-87cf-c948e0128d3d/ENCFF441ZTT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF074ZTX	bam	bam		unfiltered alignments	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	2	2_1		27					/files/ENCFF000ZCN/, /files/ENCFF110MCL/	163392272	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF074ZTX/@@download/ENCFF074ZTX.bam				released	s3://encode-public/2020/12/27/3c907d7d-f097-45bc-9a97-bf0f23a39129/ENCFF074ZTX.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/3c907d7d-f097-45bc-9a97-bf0f23a39129/ENCFF074ZTX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF220XIA	bam	bam		unfiltered alignments	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	3	3_1		27					/files/ENCFF000ZCO/, /files/ENCFF110MCL/	221451148	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF220XIA/@@download/ENCFF220XIA.bam				released	s3://encode-public/2020/12/27/b22975ac-625d-458e-a7ab-2f023e5327da/ENCFF220XIA.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/b22975ac-625d-458e-a7ab-2f023e5327da/ENCFF220XIA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF434GZJ	bam	bam		alignments	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	2	2_1		27					/files/ENCFF000ZCN/, /files/ENCFF110MCL/	39266306	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF434GZJ/@@download/ENCFF434GZJ.bam				released	s3://encode-public/2020/12/27/2bf4a81e-475c-4a1f-9817-b3da5e62154e/ENCFF434GZJ.bam	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/2bf4a81e-475c-4a1f-9817-b3da5e62154e/ENCFF434GZJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF139EST	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	1	1_1							/files/ENCFF356LFX/, /files/ENCFF146ENO/, /files/ENCFF441ZTT/, /files/ENCFF039CRW/	5132	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF139EST/@@download/ENCFF139EST.bed.gz				released	s3://encode-public/2020/12/27/db0d7a9d-9884-4745-9b11-ca4d0016a7e6/ENCFF139EST.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/db0d7a9d-9884-4745-9b11-ca4d0016a7e6/ENCFF139EST.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF004RIL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	2	2_1							/files/ENCFF356LFX/, /files/ENCFF146ENO/, /files/ENCFF039CRW/, /files/ENCFF434GZJ/	10081	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF004RIL/@@download/ENCFF004RIL.bed.gz				released	s3://encode-public/2020/12/27/17b5f8d8-2f68-4934-a22c-af8032a6a5d8/ENCFF004RIL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/17b5f8d8-2f68-4934-a22c-af8032a6a5d8/ENCFF004RIL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF496PIQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	1, 2, 2003	1_1, 2_1, 3_1							/files/ENCFF039CRW/, /files/ENCFF146ENO/, /files/ENCFF178JUJ/, /files/ENCFF434GZJ/, /files/ENCFF356LFX/, /files/ENCFF441ZTT/	34271	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF496PIQ/@@download/ENCFF496PIQ.bed.gz				released	s3://encode-public/2020/12/27/dc2c3fe3-8cfe-4864-bde9-67ecdb67d84b/ENCFF496PIQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/dc2c3fe3-8cfe-4864-bde9-67ecdb67d84b/ENCFF496PIQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF287JPQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	1, 2, 2003	1_1, 2_1, 3_1							/files/ENCFF039CRW/, /files/ENCFF146ENO/, /files/ENCFF178JUJ/, /files/ENCFF434GZJ/, /files/ENCFF356LFX/, /files/ENCFF441ZTT/	19205	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF287JPQ/@@download/ENCFF287JPQ.bed.gz				released	s3://encode-public/2020/12/27/aef3e545-3317-4f84-858f-5edc5133ce0f/ENCFF287JPQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/aef3e545-3317-4f84-858f-5edc5133ce0f/ENCFF287JPQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF068ETD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DOD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	GTF3C2-human	1, 2, 2003	1_1, 2_1, 3_1							/files/ENCFF039CRW/, /files/ENCFF146ENO/, /files/ENCFF178JUJ/, /files/ENCFF434GZJ/, /files/ENCFF356LFX/, /files/ENCFF441ZTT/	23389	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF068ETD/@@download/ENCFF068ETD.bed.gz				released	s3://encode-public/2020/12/27/092b945c-a25c-4f55-a12a-053b991a4cec/ENCFF068ETD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/092b945c-a25c-4f55-a12a-053b991a4cec/ENCFF068ETD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, borderline replicate concordance	insufficient read length	extremely low read depth
ENCFF881NEG	fastq	fastq		reads		ENCSR567QAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZBTB34-human	1	1_1	100		paired-ended	1	/files/ENCFF628WYZ/			2635426957	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF881NEG/@@download/ENCFF881NEG.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF274HXM/	released	s3://encode-public/2021/10/12/3255f9fc-caeb-4a53-aa64-533c829f1529/ENCFF881NEG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/12/3255f9fc-caeb-4a53-aa64-533c829f1529/ENCFF881NEG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking		
ENCFF628WYZ	fastq	fastq		reads		ENCSR567QAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZBTB34-human	1	1_1	100		paired-ended	2	/files/ENCFF881NEG/			2710073567	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF628WYZ/@@download/ENCFF628WYZ.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF244KAL/	released	s3://encode-public/2021/10/12/bdb87c7d-8526-4716-aafa-6239366d96da/ENCFF628WYZ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/12/bdb87c7d-8526-4716-aafa-6239366d96da/ENCFF628WYZ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking		
ENCFF927KYL	fastq	fastq		reads		ENCSR567QAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZBTB34-human	2	2_1	100		paired-ended	1	/files/ENCFF861TNM/			2949679280	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF927KYL/@@download/ENCFF927KYL.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF274HXM/	released	s3://encode-public/2021/10/12/5a93d5a1-b880-4b00-89c7-9be54c5da0f8/ENCFF927KYL.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/12/5a93d5a1-b880-4b00-89c7-9be54c5da0f8/ENCFF927KYL.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking		
ENCFF861TNM	fastq	fastq		reads		ENCSR567QAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZBTB34-human	2	2_1	100		paired-ended	2	/files/ENCFF927KYL/			3053432706	Michael Snyder, Stanford	https://www.encodeproject.org/files/ENCFF861TNM/@@download/ENCFF861TNM.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF244KAL/	released	s3://encode-public/2021/10/12/b4e79f5e-5f0d-4af5-bf9d-5aa0c6ba7449/ENCFF861TNM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/12/b4e79f5e-5f0d-4af5-bf9d-5aa0c6ba7449/ENCFF861TNM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			moderate library complexity, mild to moderate bottlenecking		
ENCFF683VXW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR567QAD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	ZBTB34-human	1, 2	1_1, 2_1							/files/ENCFF570NOM/, /files/ENCFF135MVA/, /files/ENCFF920UOH/, /files/ENCFF356LFX/	30844	ENCODE Processing Pipeline	https://www.encodeproject.org/files/ENCFF683VXW/@@download/ENCFF683VXW.bed.gz				released	s3://encode-public/2021/11/25/18f327a3-5382-4cf4-b0c3-ed2f0368f80e/ENCFF683VXW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/25/18f327a3-5382-4cf4-b0c3-ed2f0368f80e/ENCFF683VXW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
